Title,Genre,RunningTime,Grade,ReleaseDate,Sales,Audiences,Screens,Plays,MajorNationality,Nationality,Agency,MovieID,Sparkline
원스어폰어타임,"액션,코미디",110,12세 이상 관람가,2008-01-31,10136738500,1544486,314,37679,한국,한국,(유)씨에이치엔터테인먼트,20080011,0
원티드,"스릴러,액션",110,청소년 관람불가,2008-06-26,19249245000,2858720,512,55001,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20080847,0
월ㆍE,"애니메이션,코미디,액션,어드벤처,가족,SF",104,전체 관람가,2008-08-06,8289679500,1325834,347,32819,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20081057,0
월드 워 Z,"드라마,스릴러,SF,액션,어드벤처",115,15세 이상 관람가,2013-06-20,38555356000,5237525,964,100823,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20122122,0
월드 인베이젼,"SF,액션",116,12세 이상 관람가,2011-03-10,9799358000,1307873,441,44241,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20119707,0
웰컴 투 동막골,"전쟁,드라마",133,12세 이상 관람가,2005-08-04,40328508500,6436508,356,72108,한국,한국,(주)쇼박스,20050180,0
위대한 개츠비,"드라마,멜로/로맨스",141,15세 이상 관람가,2013-05-16,10581329643,1445248,562,36008,미국,"미국,호주",워너브러더스 코리아(주),20136219,0
위플래쉬,드라마,106,15세 이상 관람가,2015-03-12,12656619045,1589032,574,56028,미국,미국,(주)쇼박스,20145141,0
위험한 상견례,"코미디,멜로/로맨스",118,12세 이상 관람가,2011-03-31,19174920500,2595625,524,75068,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20119618,0
유감스러운 도시,"코미디,액션,범죄",121,15세 이상 관람가,2009-01-22,10289635500,1532632,375,35055,한국,한국,씨제이엔터테인먼트,20090014,0
육혈포 강도단,"코미디,드라마,액션",107,15세 이상 관람가,2010-03-18,8651186000,1214237,319,51941,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20090939,0
은교,멜로/로맨스,129,청소년 관람불가,2012-04-25,9918274444,1346359,521,41683,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20124066,0
은밀하게 위대하게,"액션,코미디,드라마",123,15세 이상 관람가,2013-06-05,48700887413,6959083,1341,117461,한국,한국,(주)쇼박스,20126672,0
음란서생,"사극,코미디",139,15세 이상 관람가,2006-02-23,14944528700,2304365,347,38964,한국,한국,씨제이엔터테인먼트,20050355,0
의뢰인,스릴러,123,15세 이상 관람가,2011-09-29,17797042500,2393086,522,58414,한국,한국,(주)쇼박스,20110613,0
의형제,"드라마,액션",116,15세 이상 관람가,2010-02-04,40153729000,5416812,569,118243,한국,한국,(주)쇼박스,20090904,0
이글 아이,"액션,스릴러,미스터리",117,12세 이상 관람가,2008-10-09,14869812500,2292172,407,59132,미국,미국,씨제이엔터테인먼트,20081366,0
이끼,"드라마,스릴러",163,청소년 관람불가,2010-07-14,25437300500,3350303,740,58198,한국,한국,씨제이엔터테인먼트,20100209,0
이미테이션 게임,"드라마,스릴러",114,15세 이상 관람가,2015-02-17,13655929120,1743963,541,44782,영국,영국,메가박스(주)플러스엠,20141962,0
이상한 나라의 앨리스,"판타지,어드벤처,가족",108,전체 관람가,2010-03-04,20334399500,2147012,397,58393,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20090930,0
이웃사람,스릴러,110,청소년 관람불가,2012-08-22,18088462369,2434269,600,56752,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20125920,0
이장과 군수,코미디,113,12세 이상 관람가,2007-03-29,7594186000,1179661,315,35021,한국,한국,씨제이엔터테인먼트,20070084,0
이클립스,"판타지,멜로/로맨스,스릴러",124,12세 이상 관람가,2010-07-07,14945720000,2069246,535,46355,미국,미국,(주)넥스트엔터테인먼트월드(NEW),20100361,0
이프 온리,"코미디,드라마,판타지,멜로/로맨스",96,12세 이상 관람가,2004-10-29,5518745500,859051,82,17831,미국,미국,씨제이엔터테인먼트,20040695,0
인간중독,"멜로/로맨스,드라마",132,청소년 관람불가,2014-05-14,11284912400,1441973,682,44057,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20133322,0
인디아나 존스 4 : 크리스탈 해골의 왕국,"액션,어드벤처",121,12세 이상 관람가,2008-05-22,26689440000,4111753,771,75393,미국,미국,씨제이엔터테인먼트,20070675,0
인디펜던스 데이 : 리써전스,"액션,어드벤처,SF",120,12세 이상 관람가,2016-06-22,12770879840,1500830,926,47432,미국,미국,이십세기폭스코리아(주),20150782,0
인사동 스캔들,"드라마,범죄,액션",109,15세 이상 관람가,2009-04-29,7780811000,1187684,305,33106,한국,한국,에스케이텔레콤(주),20090225,0
인사이드 아웃,"애니메이션,코미디",102,전체 관람가,2015-07-09,38024694936,4969735,931,84000,미국,미국,월트디즈니컴퍼니코리아(주),20151225,0
인셉션,"드라마,미스터리",147,12세 이상 관람가,2010-07-21,43394990000,5827444,531,81891,미국,미국,워너브러더스 코리아(주),20100312,0
인천상륙작전,"전쟁,드라마",110,12세 이상 관람가,2016-07-27,55101410303,7049643,1049,97019,한국,한국,씨제이이앤엠(주),20156250,0
인크레더블,애니메이션,115,전체 관람가,2004-12-15,3875392500,620749,189,11725,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20040745,0
인크레더블 헐크,"액션,판타지,SF",113,15세 이상 관람가,2008-06-12,6449106000,991417,417,28047,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20080830,0
인터스텔라,SF,169,12세 이상 관람가,2014-11-06,80671424300,10105247,1410,166218,미국,"미국,영국",워너브러더스 코리아(주),20149120,0
인턴,코미디,121,12세 이상 관람가,2015-09-24,28517727148,3610564,659,81552,미국,미국,워너브러더스 코리아(주),20152022,0
인투 더 스톰,"액션,스릴러",89,12세 이상 관람가,2014-08-28,16157166332,2078698,585,45899,미국,미국,워너브러더스 코리아(주),20149811,0
일본침몰,드라마,135,12세 이상 관람가,2006-08-31,4672989200,773025,211,16530,일본,일본,(주)시네마서비스,20060241,0
잃어버린 세계를 찾아서,"SF,어드벤처,가족,액션",92,전체 관람가,2008-12-17,7025254500,1079915,320,25000,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20081696,0
잃어버린 세계를 찾아서 2: 신비의 섬,"액션,어드벤처",94,전체 관람가,2012-01-19,9784305000,1149628,398,27236,미국,미국,워너브러더스 코리아(주),20113653,0
작업의 정석,코미디,100,12세 이상 관람가,2005-12-21,7883887000,1257923,260,15454,한국,한국,(주)쇼박스,20050330,0
작전,"범죄,드라마,스릴러",119,15세 이상 관람가,2009-02-12,10086067500,1517096,393,50216,한국,한국,(주)쇼박스,20090023,0
작전명 발키리,"스릴러,드라마,전쟁",120,12세 이상 관람가,2009-01-22,11875231500,1784165,372,36947,미국,"미국,독일",이십세기폭스코리아(주),20071013,0
잠복근무,"코미디,액션",111,12세 이상 관람가,2005-03-17,9590415500,1533175,214,32266,한국,한국,(주)쇼박스,20050013,0
장수상회,"멜로/로맨스,드라마",112,12세 이상 관람가,2015-04-09,8737364643,1165780,688,52928,한국,한국,씨제이이앤엠(주),20140703,0
장화신은 고양이,"애니메이션,어드벤처,코미디,판타지",90,전체 관람가,2012-01-12,17602643500,2080445,593,45451,미국,미국,씨제이이앤엠(주),20113862,0
적벽대전:거대한 전쟁의 시작,"액션,드라마,전쟁",132,15세 이상 관람가,2008-07-10,10192112500,1570703,447,32719,중국,중국,(주)쇼박스,20080914,0
적벽대전 2 : 최후의 결전,"액션,전쟁,드라마,사극",141,15세 이상 관람가,2009-01-22,17782372500,2694436,426,45952,중국,중국,(주)쇼박스,20090015,0
전설의 주먹,"드라마,액션",153,청소년 관람불가,2013-04-10,12777314500,1744585,724,57593,한국,한국,씨제이이앤엠(주),20125333,0
전우치,"액션,코미디,판타지",136,12세 이상 관람가,2009-12-23,44093407200,6065474,612,102357,한국,한국,씨제이엔터테인먼트,20090077,0
점퍼,"SF,드라마,어드벤처",88,15세 이상 관람가,2008-02-14,10943088000,1665268,350,43335,미국,미국,이십세기폭스필름코퍼레이션,20080047,0
정글북,"어드벤처,드라마",106,12세 이상 관람가,2016-06-09,21517647134,2537438,924,59041,미국,미국,월트디즈니컴퍼니코리아(주),20162967,0
제보자,드라마,114,12세 이상 관람가,2014-10-02,13515762802,1755181,676,58358,한국,한국,메가박스(주)플러스엠,20134589,0
제이슨 본,"액션,스릴러",123,15세 이상 관람가,2016-07-27,21253434663,2611966,827,39806,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20161907,0
조선명탐정 : 각시투구꽃의 비밀,"코미디,액션",115,12세 이상 관람가,2011-01-27,35841769500,4786259,634,84189,한국,한국,(주)쇼박스,20102414,0
조선명탐정 : 사라진 놉의 딸,"사극,코미디,어드벤처",125,12세 이상 관람가,2015-02-11,30456879428,3872015,825,80499,한국,한국,(주)쇼박스,20149570,0
"좋은 놈, 나쁜 놈, 이상한 놈","서부극(웨스턴),액션,어드벤처",139,15세 이상 관람가,2008-07-17,43747552000,6684933,824,93477,한국,한국,씨제이엔터테인먼트,20072152,0
주먹이 운다(Crying Fist),드라마,134,12세 이상 관람가,2005-04-01,9322812000,1462972,249,32964,한국,한국,쇼이스트(주),20050049,0
주토피아,"애니메이션,액션,어드벤처",108,전체 관람가,2016-02-17,37096057742,4706158,735,131005,미국,미국,월트디즈니컴퍼니코리아(주),20155501,0
주홍글씨,"스릴러,멜로/로맨스",119,15세 이상 관람가,2004-10-29,6648786000,1030259,190,18777,한국,한국,(주)쇼박스,20040671,0
중천,"액션,드라마,판타지",102,12세 이상 관람가,2006-12-21,7481599100,1246836,402,23621,한국,"한국,중국",씨제이엔터테인먼트,20060370,0
쥬라기 월드,"액션,어드벤처,SF",125,12세 이상 관람가,2015-06-11,47800698826,5546792,1290,118959,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),20098169,0
즐거운 인생,드라마,112,전체 관람가,2007-09-13,7872688500,1202351,322,39402,한국,한국,씨제이엔터테인먼트,20070380,0
지.아이.조 : 전쟁의 서막,액션,117,15세 이상 관람가,2009-08-06,19583497500,2665874,446,54820,미국,미국,씨제이엔터테인먼트,20090427,0
지.아이.조 2,"액션,어드벤처,SF",110,15세 이상 관람가,2013-03-28,14457048500,1855917,766,62627,미국,"미국,캐나다",씨제이이앤엠(주),20113972,0
지구가 멈추는 날,"SF,액션,스릴러",106,12세 이상 관람가,2008-12-24,8582183500,1307068,469,22590,미국,미국,이십세기폭스코리아(주),20081723,0
지금 사랑하는 사람과 살고 있습니까?,"드라마,멜로/로맨스",117,청소년 관람불가,2007-08-15,7004500500,1042923,291,26158,한국,한국,(주)시네마서비스,20070367,0
집으로 가는 길,드라마,131,15세 이상 관람가,2013-12-11,12373339745,1763231,740,39811,한국,한국,씨제이이앤엠(주),20134123,0
짝패,액션,92,15세 이상 관람가,2006-05-25,6585332300,1021631,210,24404,한국,한국,씨제이엔터테인먼트,20060134,0
쩨쩨한 로맨스,"코미디,멜로/로맨스",118,청소년 관람불가,2010-12-01,15338827000,2009586,450,46199,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20101221,0
찌라시: 위험한 소문,"범죄,드라마",121,15세 이상 관람가,2014-02-20,9111748087,1221427,560,37426,한국,한국,씨제이이앤엠(주),20139401,0
차우,"액션,어드벤처,코미디",121,12세 이상 관람가,2009-07-15,12531840500,1778843,397,41354,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20090051,0
차이나타운,"범죄,드라마",110,청소년 관람불가,2015-04-29,11990370378,1472106,551,45137,한국,한국,CGV아트하우스,20149266,0
차형사,"코미디,액션",110,15세 이상 관람가,2012-05-30,9752555296,1346754,433,39152,한국,한국,씨제이이앤엠(주),20124065,0
찰리와 초콜릿 공장,"코미디,가족,판타지",114,전체 관람가,2005-09-16,7831016503,1282348,134,19793,미국,미국,워너브러더스 코리아(주),20050225,0
천군,액션,106,12세 이상 관람가,2005-07-15,5852391000,933147,186,18850,한국,한국,(주)쇼박스,20050141,0
천사와 악마,"미스터리,범죄,스릴러",138,15세 이상 관람가,2009-05-14,12541341000,1906687,543,47459,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20090234,0
청담보살,"멜로/로맨스,코미디",119,15세 이상 관람가,2009-11-11,9563845500,1301582,387,42791,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20090590,0
청춘만화,"코미디,멜로/로맨스",116,12세 이상 관람가,2006-03-23,9785168000,1567514,298,32939,한국,한국,(주)쇼박스,20060051,0
체포왕,"코미디,액션",117,15세 이상 관람가,2011-05-04,6413325500,870887,407,32545,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20119619,0
초능력자,"SF,드라마",114,15세 이상 관람가,2010-11-10,15374489000,2130606,612,58000,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20101010,0
최강로맨스,"멜로/로맨스,코미디",109,15세 이상 관람가,2007-01-25,6931136500,1190703,253,26656,한국,한국,(주)쇼박스,20060417,0
최종병기 활,"사극,액션",122,15세 이상 관람가,2011-08-10,55827861500,7470633,615,130054,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20110302,0
추격자,"범죄,스릴러,액션",123,청소년 관람불가,2008-02-14,33986959000,5046096,433,106805,한국,한국,(주)쇼박스,20080046,0
친구 2,액션,124,청소년 관람불가,2013-11-14,21795237513,2969900,968,69856,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,20137044,0
친절한 금자씨,스릴러,112,15세 이상 관람가,2005-07-29,20483051393,3119682,386,41438,한국,한국,씨제이엔터테인먼트,20050148,0
캐리비안의 해적: 낯선 조류,"액션,판타지",137,12세 이상 관람가,2011-05-19,27279967500,3130046,960,67036,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20110294,0
캐리비안의 해적: 세상의 끝에서,"액션,코미디,어드벤처,판타지",168,12세 이상 관람가,2007-05-23,29133447500,4571229,953,78007,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20070057,0
캐리비안의 해적 : 망자의 함,"액션,코미디,어드벤처,판타지",143,12세 이상 관람가,2006-07-06,23832939000,3911617,456,49636,미국,미국,브에나비스타인터내셔널코리아,20060146,0
캡틴 아메리카: 시빌 워,"액션,SF,스릴러",147,12세 이상 관람가,2016-04-27,72672111827,8677249,1991,161696,미국,미국,월트디즈니컴퍼니코리아(주),20159364,0
캡틴 아메리카: 윈터 솔져,"액션,어드벤처,SF",136,15세 이상 관람가,2014-03-26,31711040385,3963251,1106,110109,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),20147790,0
컨저링,"공포(호러),스릴러",112,15세 이상 관람가,2013-09-17,16353225777,2262758,563,48616,미국,미국,워너브러더스 코리아(주),20131381,0
컨저링 2,공포(호러),131,15세 이상 관람가,2016-06-09,15759374229,1928605,640,45816,미국,미국,워너브러더스 코리아(주),20162941,0
코리아,드라마,127,12세 이상 관람가,2012-05-03,13448848500,1872681,537,49679,한국,한국,씨제이이앤엠(주),20124045,0
콘스탄틴,"드라마,액션,스릴러,판타지",120,12세 이상 관람가,2005-02-08,11164582000,1736163,177,26430,미국,미국,워너브러더스 코리아(주),20050010,0
콜래트럴,액션,120,12세 이상 관람가,2004-10-15,3752632000,576262,114,12803,미국,미국,UIP코리아,20040655,0
쿵푸 팬더,"애니메이션,코미디,액션,가족",92,전체 관람가,2008-06-05,29996476000,4653929,563,79850,미국,미국,씨제이엔터테인먼트,20080653,0
쿵푸 허슬,코미디,99,12세 이상 관람가,2005-01-14,5309283000,823559,148,17201,중국,중국,소니픽쳐스릴리징코리아,20040776,0
쿵푸팬더 2,"애니메이션,액션,어드벤처,코미디,가족",91,전체 관람가,2011-05-26,44298708500,5062720,948,101338,미국,미국,씨제이이앤엠(주),20110511,0
쿵푸팬더3,"애니메이션,액션,어드벤처",95,전체 관람가,2016-01-28,31340798156,3984812,1365,97404,미국,미국,씨제이이앤엠(주),20151803,0
퀵,"코미디,액션",115,15세 이상 관람가,2011-07-20,22960890000,3125069,514,60714,한국,한국,씨제이이앤엠(주),20110290,0
크로싱,드라마,112,12세 이상 관람가,2008-06-26,5651660500,898000,304,28099,한국,"한국,중국,몽고",(주)벤티지홀딩스,20080663,0
킹 아더,사극,119,12세 이상 관람가,2004-07-23,5137581500,807850,104,9335,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,20040573,0
킹덤 오브 헤븐,액션,137,12세 이상 관람가,2005-05-04,7805432000,1235768,247,26594,미국,미국,이십세기폭스필름코퍼레이션,20050078,0
킹스 스피치,드라마,118,12세 이상 관람가,2011-03-17,5963126500,806248,327,33979,영국,"영국,호주",(주)화앤담이엔티,20119637,0
킹스맨 : 시크릿 에이전트,"액션,스릴러",128,청소년 관람불가,2015-02-11,50369009795,6129681,728,139988,미국,"미국,영국",이십세기폭스코리아(주),20140110,0
킹콩,"드라마,어드벤처",186,12세 이상 관람가,2005-12-14,21476052900,3469311,319,38395,미국,미국,UIP코리아,20050324,0
킹콩을 들다,드라마,120,전체 관람가,2009-07-01,8851762500,1262850,411,42626,한국,한국,(주)넥스트엔터테인먼트월드(NEW),20090336,0
타워,드라마,121,12세 이상 관람가,2012-12-25,37654858000,5181014,638,81147,한국,한국,씨제이이앤엠(주),20124039,0
타이탄,"액션,어드벤처,판타지",106,12세 이상 관람가,2010-04-01,21796996500,2642483,694,87911,미국,미국,워너브러더스 코리아(주),20100018,0
타짜,드라마,139,15세 이상 관람가,2006-09-28,36180800700,5685441,492,76872,한국,한국,씨제이엔터테인먼트,20060277,0
타짜-신의 손,드라마,147,청소년 관람불가,2014-09-03,32373120927,4015361,890,80584,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",20134804,0
탐정 : 더 비기닝,"코미디,범죄",120,15세 이상 관람가,2015-09-24,20463956973,2625686,764,54995,한국,한국,씨제이이앤엠(주),20156557,0
탐정 홍길동: 사라진 마을,"드라마,액션",125,15세 이상 관람가,2016-05-04,11516170845,1430885,764,41076,한국,한국,씨제이이앤엠(주),20142406,0
태극기 휘날리며,"전쟁,드라마",148,12세 이상 관람가,2004-02-05,15687180500,2544911,115,22375,한국,한국,(주)쇼박스,20030371,0
태풍,"드라마,액션",125,12세 이상 관람가,2005-12-14,19372557600,3035086,481,36678,한국,한국,씨제이엔터테인먼트,20050326,0
터널,드라마,126,12세 이상 관람가,2016-08-10,57529484417,7120508,1105,113201,한국,한국,(주)쇼박스,20154910,0
터미널,드라마,128,전체 관람가,2004-08-27,6377300000,986903,127,13929,미국,미국,씨제이엔터테인먼트,20040631,0
터미네이터 : 미래전쟁의 시작,"SF,액션",115,15세 이상 관람가,2009-05-21,29690943500,4499776,702,93745,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20090238,0
터미네이터 제니시스,"액션,어드벤처,SF,스릴러",126,15세 이상 관람가,2015-07-02,26556715129,3240370,1113,77590,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,20141384,0
